task_id,format,prompt_eval_count,eval_count,output_chars,output_bytes,response,model,semantic_ok,expected_semantics,observed_semantics
V2_055,MIR,164,44,128,128,"task V2_055 {
  require cap(relay1)
  set relay1 = 1
  wait 100ms
  require cap(humidity_sensor)
  read humidity_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay1"", ""1""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""1""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_055,JSON,86,81,312,312,"```json
{
    ""task_id"": ""V2_055"",
    ""instructions"": [
        {
            ""device"": ""relay1"",
            ""action"": ""open""
        },
        {
            ""delay"": 100,
            ""unit"": ""ms""
        },
        {
            ""device"": ""humidity_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay1"", ""1""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""1""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_055,PYTHON,88,18,61,61,"relay1.on()
time.sleep(0.1)
humidity = humidity_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay1"", ""1""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""1""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_056,MIR,164,44,128,128,"task V2_056 {
  require cap(relay1)
  set relay1 = 1
  wait 200ms
  require cap(humidity_sensor)
  read humidity_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay1"", ""1""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""1""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_056,JSON,86,81,312,312,"```json
{
    ""task_id"": ""V2_056"",
    ""instructions"": [
        {
            ""device"": ""relay1"",
            ""action"": ""open""
        },
        {
            ""delay"": 200,
            ""unit"": ""ms""
        },
        {
            ""device"": ""humidity_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay1"", ""1""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""1""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_056,PYTHON,88,18,61,61,"relay1.on()
time.sleep(0.2)
humidity = humidity_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay1"", ""1""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""1""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_057,MIR,164,44,128,128,"task V2_057 {
  require cap(relay1)
  set relay1 = 1
  wait 500ms
  require cap(humidity_sensor)
  read humidity_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay1"", ""1""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""1""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_057,JSON,86,81,312,312,"```json
{
    ""task_id"": ""V2_057"",
    ""instructions"": [
        {
            ""device"": ""relay1"",
            ""action"": ""open""
        },
        {
            ""delay"": 500,
            ""unit"": ""ms""
        },
        {
            ""device"": ""humidity_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay1"", ""1""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""1""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_057,PYTHON,88,18,61,61,"relay1.on()
time.sleep(0.5)
humidity = humidity_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay1"", ""1""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""1""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_058,MIR,164,44,127,127,"task V2_058 {
  require cap(relay1)
  set relay1 = 0
  wait 50ms
  require cap(humidity_sensor)
  read humidity_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""50""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""50""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_058,JSON,86,81,312,312,"```json
{
    ""task_id"": ""V2_058"",
    ""instructions"": [
        {
            ""device"": ""relay1"",
            ""action"": ""close""
        },
        {
            ""delay"": 50,
            ""unit"": ""ms""
        },
        {
            ""device"": ""humidity_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""50""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""50""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_058,PYTHON,88,16,52,52,"relay1.off()
time.sleep(0.05)
humidity_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""50""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""50""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_059,MIR,164,44,128,128,"task V2_059 {
  require cap(relay1)
  set relay1 = 0
  wait 100ms
  require cap(humidity_sensor)
  read humidity_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_059,JSON,86,81,313,313,"```json
{
    ""task_id"": ""V2_059"",
    ""instructions"": [
        {
            ""device"": ""relay1"",
            ""action"": ""close""
        },
        {
            ""delay"": 100,
            ""unit"": ""ms""
        },
        {
            ""device"": ""humidity_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_059,PYTHON,88,18,62,62,"relay1.off()
time.sleep(0.1)
humidity = humidity_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""100""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_060,MIR,164,44,128,128,"task V2_060 {
  require cap(relay1)
  set relay1 = 0
  wait 200ms
  require cap(humidity_sensor)
  read humidity_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_060,JSON,86,81,313,313,"```json
{
    ""task_id"": ""V2_060"",
    ""instructions"": [
        {
            ""device"": ""relay1"",
            ""action"": ""close""
        },
        {
            ""delay"": 200,
            ""unit"": ""ms""
        },
        {
            ""device"": ""humidity_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_060,PYTHON,88,18,62,62,"relay1.off()
time.sleep(0.2)
humidity = humidity_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""200""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_061,MIR,164,44,128,128,"task V2_061 {
  require cap(relay1)
  set relay1 = 0
  wait 500ms
  require cap(humidity_sensor)
  read humidity_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_061,JSON,86,81,313,313,"```json
{
    ""task_id"": ""V2_061"",
    ""instructions"": [
        {
            ""device"": ""relay1"",
            ""action"": ""close""
        },
        {
            ""delay"": 500,
            ""unit"": ""ms""
        },
        {
            ""device"": ""humidity_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_061,PYTHON,88,18,62,62,"relay1.off()
time.sleep(0.5)
humidity = humidity_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay1"", ""0""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]","[[""set"", ""relay1"", ""0""], [""wait"", ""500""], [""read"", ""humidity_sensor""], [""halt""]]"
V2_062,MIR,164,44,121,121,"task V2_062 {
  require cap(relay2)
  set relay2 = 1
  wait 50ms
  require cap(water_sensor)
  read water_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]"
V2_062,JSON,86,81,308,308,"```json
{
    ""task_id"": ""V2_062"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""open""
        },
        {
            ""delay"": 50,
            ""unit"": ""ms""
        },
        {
            ""device"": ""water_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]"
V2_062,PYTHON,88,16,48,48,"relay2.on()
time.sleep(0.05)
water_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]"
V2_063,MIR,164,44,122,122,"task V2_063 {
  require cap(relay2)
  set relay2 = 1
  wait 100ms
  require cap(water_sensor)
  read water_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]"
V2_063,JSON,86,91,457,457,"```json
{
    ""tasks"": [
        {
            ""id"": ""V2_063"",
            ""steps"": [
                {
                    ""device"": ""relay2"",
                    ""action"": ""open""
                },
                {
                    ""wait"": 100,
                    ""unit"": ""ms""
                },
                {
                    ""device"": ""water_sensor"",
                    ""action"": ""read""
                }
            ]
        }
    ]
}
```",llama3.1:8b,0,"[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]",null
V2_063,PYTHON,88,16,47,47,"relay2.on()
time.sleep(0.1)
water_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]"
V2_064,MIR,164,44,122,122,"task V2_064 {
  require cap(relay2)
  set relay2 = 1
  wait 200ms
  require cap(water_sensor)
  read water_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]"
V2_064,JSON,86,81,309,309,"```json
{
    ""task_id"": ""V2_064"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""open""
        },
        {
            ""delay"": 200,
            ""unit"": ""ms""
        },
        {
            ""device"": ""water_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]"
V2_064,PYTHON,88,16,47,47,"relay2.on()
time.sleep(0.2)
water_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]"
V2_065,MIR,164,44,122,122,"task V2_065 {
  require cap(relay2)
  set relay2 = 1
  wait 500ms
  require cap(water_sensor)
  read water_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""water_sensor""], [""halt""]]"
V2_065,JSON,86,81,309,309,"```json
{
    ""task_id"": ""V2_065"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""open""
        },
        {
            ""delay"": 500,
            ""unit"": ""ms""
        },
        {
            ""device"": ""water_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""water_sensor""], [""halt""]]"
V2_065,PYTHON,88,18,54,54,"relay2.on()
time.sleep(0.5)
print(water_sensor.read())",llama3.1:8b,0,"[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""halt""]]"
V2_066,MIR,164,44,121,121,"task V2_066 {
  require cap(relay2)
  set relay2 = 0
  wait 50ms
  require cap(water_sensor)
  read water_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]"
V2_066,JSON,86,81,309,309,"```json
{
    ""task_id"": ""V2_066"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""close""
        },
        {
            ""delay"": 50,
            ""unit"": ""ms""
        },
        {
            ""device"": ""water_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]"
V2_066,PYTHON,88,16,49,49,"relay2.off()
time.sleep(0.05)
water_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""water_sensor""], [""halt""]]"
V2_067,MIR,164,44,122,122,"task V2_067 {
  require cap(relay2)
  set relay2 = 0
  wait 100ms
  require cap(water_sensor)
  read water_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]"
V2_067,JSON,86,81,310,310,"```json
{
    ""task_id"": ""V2_067"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""close""
        },
        {
            ""delay"": 100,
            ""unit"": ""ms""
        },
        {
            ""device"": ""water_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]"
V2_067,PYTHON,88,16,48,48,"relay2.off()
time.sleep(0.1)
water_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""water_sensor""], [""halt""]]"
V2_068,MIR,164,44,122,122,"task V2_068 {
  require cap(relay2)
  set relay2 = 0
  wait 200ms
  require cap(water_sensor)
  read water_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]"
V2_068,JSON,86,81,310,310,"```json
{
    ""task_id"": ""V2_068"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""close""
        },
        {
            ""delay"": 200,
            ""unit"": ""ms""
        },
        {
            ""device"": ""water_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]"
V2_068,PYTHON,88,16,48,48,"relay2.off()
time.sleep(0.2)
water_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""water_sensor""], [""halt""]]"
V2_069,MIR,164,44,122,122,"task V2_069 {
  require cap(relay2)
  set relay2 = 0
  wait 500ms
  require cap(water_sensor)
  read water_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""500""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""500""], [""read"", ""water_sensor""], [""halt""]]"
V2_069,JSON,86,84,424,424,"```json
{
    ""tasks"": [
        {
            ""id"": ""V2_069"",
            ""steps"": [
                {
                    ""device"": ""relay2"",
                    ""action"": ""close""
                },
                {
                    ""wait"": 500
                },
                {
                    ""device"": ""water_sensor"",
                    ""action"": ""read""
                }
            ]
        }
    ]
}
```",llama3.1:8b,0,"[[""set"", ""relay2"", ""0""], [""wait"", ""500""], [""read"", ""water_sensor""], [""halt""]]",null
V2_069,PYTHON,88,18,57,57,"relay2.close()
time.sleep(0.5)
print(water_sensor.read())",llama3.1:8b,0,"[[""set"", ""relay2"", ""0""], [""wait"", ""500""], [""read"", ""water_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""500""], [""halt""]]"
V2_070,MIR,164,44,133,133,"task V2_070 {
  require cap(relay2)
  set relay2 = 1
  wait 50ms
  require cap(temperature_sensor)
  read temperature_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_070,JSON,86,81,314,314,"```json
{
    ""task_id"": ""V2_070"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""open""
        },
        {
            ""delay"": 50,
            ""unit"": ""ms""
        },
        {
            ""device"": ""temperature_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_070,PYTHON,88,16,56,56,"relay2.open()
time.sleep(0.05)
temperature_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_071,MIR,164,44,134,134,"task V2_071 {
  require cap(relay2)
  set relay2 = 1
  wait 100ms
  require cap(temperature_sensor)
  read temperature_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_071,JSON,86,81,315,315,"```json
{
    ""task_id"": ""V2_071"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""open""
        },
        {
            ""delay"": 100,
            ""unit"": ""ms""
        },
        {
            ""device"": ""temperature_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_071,PYTHON,88,16,55,55,"relay2.open()
time.sleep(0.1)
temperature_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_072,MIR,164,44,134,134,"task V2_072 {
  require cap(relay2)
  set relay2 = 1
  wait 200ms
  require cap(temperature_sensor)
  read temperature_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_072,JSON,86,91,464,464,"```json
{
    ""tasks"": [
        {
            ""id"": ""V2_072"",
            ""steps"": [
                {
                    ""device"": ""relay2"",
                    ""action"": ""open""
                },
                {
                    ""delay"": 200,
                    ""unit"": ""ms""
                },
                {
                    ""device"": ""temperature_sensor"",
                    ""action"": ""read""
                }
            ]
        }
    ]
}
```",llama3.1:8b,0,"[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]",null
V2_072,PYTHON,88,16,55,55,"relay2.open()
time.sleep(0.2)
temperature_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_073,MIR,164,44,134,134,"task V2_073 {
  require cap(relay2)
  set relay2 = 1
  wait 500ms
  require cap(temperature_sensor)
  read temperature_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_073,JSON,86,81,315,315,"```json
{
    ""task_id"": ""V2_073"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""open""
        },
        {
            ""delay"": 500,
            ""unit"": ""ms""
        },
        {
            ""device"": ""temperature_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_073,PYTHON,88,16,55,55,"relay2.open()
time.sleep(0.5)
temperature_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""1""], [""wait"", ""500""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_074,MIR,164,44,133,133,"task V2_074 {
  require cap(relay2)
  set relay2 = 0
  wait 50ms
  require cap(temperature_sensor)
  read temperature_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_074,JSON,86,81,315,315,"```json
{
    ""task_id"": ""V2_074"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""close""
        },
        {
            ""delay"": 50,
            ""unit"": ""ms""
        },
        {
            ""device"": ""temperature_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_074,PYTHON,88,16,57,57,"relay2.close()
time.sleep(0.05)
temperature_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""50""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_075,MIR,164,44,134,134,"task V2_075 {
  require cap(relay2)
  set relay2 = 0
  wait 100ms
  require cap(temperature_sensor)
  read temperature_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_075,JSON,86,81,316,316,"```json
{
    ""task_id"": ""V2_075"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""close""
        },
        {
            ""delay"": 100,
            ""unit"": ""ms""
        },
        {
            ""device"": ""temperature_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_075,PYTHON,88,16,56,56,"relay2.close()
time.sleep(0.1)
temperature_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""100""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_076,MIR,164,44,134,134,"task V2_076 {
  require cap(relay2)
  set relay2 = 0
  wait 200ms
  require cap(temperature_sensor)
  read temperature_sensor
  halt
}",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_076,JSON,86,81,316,316,"```json
{
    ""task_id"": ""V2_076"",
    ""instructions"": [
        {
            ""device"": ""relay2"",
            ""action"": ""close""
        },
        {
            ""delay"": 200,
            ""unit"": ""ms""
        },
        {
            ""device"": ""temperature_sensor"",
            ""action"": ""read""
        }
    ]
}
```",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]"
V2_076,PYTHON,88,16,56,56,"relay2.close()
time.sleep(0.2)
temperature_sensor.read()",llama3.1:8b,1,"[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]","[[""set"", ""relay2"", ""0""], [""wait"", ""200""], [""read"", ""temperature_sensor""], [""halt""]]"
